a,aa_after,bg_after,bg_before,chunk,cut_before,cut_next,delta,executed,k,micro,occ_mid,reward_exec,reward_raw,shielded,tt_after
2,36.33248515691264,0.26,0.26,177,123.0,123.0,0.0,,8,885,0.00139999995008111,,1.3109410729415283,,99.56902565692582
2,36.33248515691264,0.26,0.26,177,123.0,123.0,0.0,,9,885,0.00139999995008111,,1.3109410729415283,,99.56902565692582
2,36.33248515691264,0.26,0.26,177,123.0,123.0,0.0,,10,885,0.00139999995008111,,1.3109410729415283,,99.56902565692582
2,36.33248515691264,0.26,0.26,177,123.0,123.0,0.0,,11,885,0.00139999995008111,,1.3109410729415283,,99.56902565692582
2,36.33248515691264,0.26,0.26,177,123.0,123.0,0.0,,12,885,0.00139999995008111,,1.3109410729415283,,99.56902565692582
2,36.33248515691264,0.26,0.26,177,123.0,123.0,0.0,,13,885,0.00139999995008111,,1.3109410729415283,,99.56902565692582
2,36.33248515691264,0.26,0.26,177,123.0,123.0,0.0,,14,885,0.00139999995008111,,1.3109410729415283,,99.56902565692582
2,36.33248515691264,0.26,0.26,177,123.0,123.0,0.0,,15,885,0.00139999995008111,,1.3109410729415283,,99.56902565692582
2,36.33248515691264,0.26,0.26,177,123.0,123.0,0.0,1,0,885,0.00139999995008111,1.3109410729415283,1.3109411001205444,0,99.56902565692582
2,36.33248515691264,0.17,0.17,177,123.0,123.0,0.0,,0,886,0.0015999999595806003,,-1.7290589270584706,,99.56902565692582
2,36.33248515691264,0.17,0.17,177,123.0,123.0,0.0,,1,886,0.0015999999595806003,,-1.7290589270584706,,99.56902565692582
2,36.33248515691264,0.17,0.17,177,123.0,123.0,0.0,,2,886,0.0015999999595806003,,-1.7290589270584706,,99.56902565692582
2,36.33248515691264,0.17,0.17,177,123.0,123.0,0.0,,3,886,0.0015999999595806003,,-1.7290589270584706,,99.56902565692582
2,36.33248515691264,0.17,0.17,177,123.0,123.0,0.0,,4,886,0.0015999999595806003,,-1.7290589270584706,,99.56902565692582
2,36.33248515691264,0.17,0.17,177,123.0,123.0,0.0,,5,886,0.0015999999595806003,,-1.7290589270584706,,99.56902565692582
2,36.33248515691264,0.17,0.17,177,123.0,123.0,0.0,,6,886,0.0015999999595806003,,-1.7290589270584706,,99.56902565692582
2,36.33248515691264,0.17,0.17,177,123.0,123.0,0.0,,7,886,0.0015999999595806003,,-1.7290589270584706,,99.56902565692582
2,36.33248515691264,0.17,0.17,177,123.0,123.0,0.0,,8,886,0.0015999999595806003,,-1.7290589270584706,,99.56902565692582
2,36.33248515691264,0.17,0.17,177,123.0,123.0,0.0,,9,886,0.0015999999595806003,,-1.7290589270584706,,99.56902565692582
2,36.33248515691264,0.17,0.17,177,123.0,123.0,0.0,,10,886,0.0015999999595806003,,-1.7290589270584706,,99.56902565692582
2,36.33248515691264,0.17,0.17,177,123.0,123.0,0.0,,11,886,0.0015999999595806003,,-1.7290589270584706,,99.56902565692582
2,36.33248515691264,0.17,0.17,177,123.0,123.0,0.0,,12,886,0.0015999999595806003,,-1.7290589270584706,,99.56902565692582
2,36.33248515691264,0.17,0.17,177,123.0,123.0,0.0,,13,886,0.0015999999595806003,,-1.7290589270584706,,99.56902565692582
2,36.33248515691264,0.17,0.17,177,123.0,123.0,0.0,,14,886,0.0015999999595806003,,-1.7290589270584706,,99.56902565692582
2,36.33248515691264,0.17,0.17,177,123.0,123.0,0.0,,15,886,0.0015999999595806003,,-1.7290589270584706,,99.56902565692582
2,37.12977099236641,0.19,0.17,177,123.0,121.0,-2.0,1,0,886,0.0015999999595806003,-1.319327931854504,-1.7290589809417725,1,99.60313154019069
2,37.12977099236641,0.3,0.3,177,121.0,121.0,0.0,,0,887,0.0019000000320374966,,-0.5273279318545039,,99.60313154019069
2,37.12977099236641,0.3,0.3,177,121.0,121.0,0.0,,1,887,0.0019000000320374966,,-0.5273279318545039,,99.60313154019069
2,37.12977099236641,0.3,0.3,177,121.0,121.0,0.0,,2,887,0.0019000000320374966,,-0.5273279318545039,,99.60313154019069
2,37.12977099236641,0.3,0.3,177,121.0,121.0,0.0,,3,887,0.0019000000320374966,,-0.5273279318545039,,99.60313154019069
2,37.12977099236641,0.3,0.3,177,121.0,121.0,0.0,,4,887,0.0019000000320374966,,-0.5273279318545039,,99.60313154019069
2,37.12977099236641,0.3,0.3,177,121.0,121.0,0.0,,5,887,0.0019000000320374966,,-0.5273279318545039,,99.60313154019069
2,37.12977099236641,0.3,0.3,177,121.0,121.0,0.0,,6,887,0.0019000000320374966,,-0.5273279318545039,,99.60313154019069
2,37.12977099236641,0.3,0.3,177,121.0,121.0,0.0,,7,887,0.0019000000320374966,,-0.5273279318545039,,99.60313154019069
2,37.12977099236641,0.3,0.3,177,121.0,121.0,0.0,,8,887,0.0019000000320374966,,-0.5273279318545039,,99.60313154019069
2,37.12977099236641,0.3,0.3,177,121.0,121.0,0.0,,9,887,0.0019000000320374966,,-0.5273279318545039,,99.60313154019069
2,37.12977099236641,0.3,0.3,177,121.0,121.0,0.0,,10,887,0.0019000000320374966,,-0.5273279318545039,,99.60313154019069
2,37.12977099236641,0.3,0.3,177,121.0,121.0,0.0,,11,887,0.0019000000320374966,,-0.5273279318545039,,99.60313154019069
2,37.12977099236641,0.3,0.3,177,121.0,121.0,0.0,,12,887,0.0019000000320374966,,-0.5273279318545039,,99.60313154019069
2,37.12977099236641,0.3,0.3,177,121.0,121.0,0.0,,13,887,0.0019000000320374966,,-0.5273279318545039,,99.60313154019069
2,37.12977099236641,0.3,0.3,177,121.0,121.0,0.0,,14,887,0.0019000000320374966,,-0.5273279318545039,,99.60313154019069
2,37.12977099236641,0.3,0.3,177,121.0,121.0,0.0,,15,887,0.0019000000320374966,,-0.5273279318545039,,99.60313154019069
2,36.33248515691264,0.29,0.3,177,121.0,123.0,2.0,1,0,887,0.0019000000320374966,-0.3770589270584707,-0.5273279547691345,1,99.56902565692582
2,36.33248515691264,0.23,0.23,177,123.0,123.0,0.0,,0,888,0.0010999999940395355,,0.8309410729415292,,99.56902565692582
2,36.33248515691264,0.23,0.23,177,123.0,123.0,0.0,,1,888,0.0010999999940395355,,0.8309410729415292,,99.56902565692582
2,36.33248515691264,0.23,0.23,177,123.0,123.0,0.0,,2,888,0.0010999999940395355,,0.8309410729415292,,99.56902565692582
2,36.33248515691264,0.23,0.23,177,123.0,123.0,0.0,,3,888,0.0010999999940395355,,0.8309410729415292,,99.56902565692582
2,36.33248515691264,0.23,0.23,177,123.0,123.0,0.0,,4,888,0.0010999999940395355,,0.8309410729415292,,99.56902565692582
2,36.33248515691264,0.23,0.23,177,123.0,123.0,0.0,,5,888,0.0010999999940395355,,0.8309410729415292,,99.56902565692582
2,36.33248515691264,0.23,0.23,177,123.0,123.0,0.0,,6,888,0.0010999999940395355,,0.8309410729415292,,99.56902565692582
2,36.33248515691264,0.23,0.23,177,123.0,123.0,0.0,,7,888,0.0010999999940395355,,0.8309410729415292,,99.56902565692582
2,36.33248515691264,0.23,0.23,177,123.0,123.0,0.0,,8,888,0.0010999999940395355,,0.8309410729415292,,99.56902565692582
2,36.33248515691264,0.23,0.23,177,123.0,123.0,0.0,,9,888,0.0010999999940395355,,0.8309410729415292,,99.56902565692582
2,36.33248515691264,0.23,0.23,177,123.0,123.0,0.0,,10,888,0.0010999999940395355,,0.8309410729415292,,99.56902565692582
2,36.33248515691264,0.23,0.23,177,123.0,123.0,0.0,,11,888,0.0010999999940395355,,0.8309410729415292,,99.56902565692582
2,36.33248515691264,0.23,0.23,177,123.0,123.0,0.0,,12,888,0.0010999999940395355,,0.8309410729415292,,99.56902565692582
2,36.33248515691264,0.23,0.23,177,123.0,123.0,0.0,,13,888,0.0010999999940395355,,0.8309410729415292,,99.56902565692582
2,36.33248515691264,0.23,0.23,177,123.0,123.0,0.0,,14,888,0.0010999999940395355,,0.8309410729415292,,99.56902565692582
2,36.33248515691264,0.23,0.23,177,123.0,123.0,0.0,,15,888,0.0010999999940395355,,0.8309410729415292,,99.56902565692582
2,36.33248515691264,0.23,0.23,177,123.0,123.0,0.0,1,0,888,0.0010999999940395355,0.8309410729415292,0.8309410810470581,0,99.56902565692582
2,36.33248515691264,0.17,0.17,177,123.0,123.0,0.0,,0,889,0.0013000000035390258,,-1.7290589270584706,,99.56902565692582
2,36.33248515691264,0.17,0.17,177,123.0,123.0,0.0,,1,889,0.0013000000035390258,,-1.7290589270584706,,99.56902565692582
2,36.33248515691264,0.17,0.17,177,123.0,123.0,0.0,,2,889,0.0013000000035390258,,-1.7290589270584706,,99.56902565692582
2,36.33248515691264,0.17,0.17,177,123.0,123.0,0.0,,3,889,0.0013000000035390258,,-1.7290589270584706,,99.56902565692582
2,36.33248515691264,0.17,0.17,177,123.0,123.0,0.0,,4,889,0.0013000000035390258,,-1.7290589270584706,,99.56902565692582
2,36.33248515691264,0.17,0.17,177,123.0,123.0,0.0,,5,889,0.0013000000035390258,,-1.7290589270584706,,99.56902565692582
2,36.33248515691264,0.17,0.17,177,123.0,123.0,0.0,,6,889,0.0013000000035390258,,-1.7290589270584706,,99.56902565692582
2,36.33248515691264,0.17,0.17,177,123.0,123.0,0.0,,7,889,0.0013000000035390258,,-1.7290589270584706,,99.56902565692582
2,36.33248515691264,0.17,0.17,177,123.0,123.0,0.0,,8,889,0.0013000000035390258,,-1.7290589270584706,,99.56902565692582
2,36.33248515691264,0.17,0.17,177,123.0,123.0,0.0,,9,889,0.0013000000035390258,,-1.7290589270584706,,99.56902565692582
2,36.33248515691264,0.17,0.17,177,123.0,123.0,0.0,,10,889,0.0013000000035390258,,-1.7290589270584706,,99.56902565692582
2,36.33248515691264,0.17,0.17,177,123.0,123.0,0.0,,11,889,0.0013000000035390258,,-1.7290589270584706,,99.56902565692582
2,36.33248515691264,0.17,0.17,177,123.0,123.0,0.0,,12,889,0.0013000000035390258,,-1.7290589270584706,,99.56902565692582
2,36.33248515691264,0.17,0.17,177,123.0,123.0,0.0,,13,889,0.0013000000035390258,,-1.7290589270584706,,99.56902565692582
2,36.33248515691264,0.17,0.17,177,123.0,123.0,0.0,,14,889,0.0013000000035390258,,-1.7290589270584706,,99.56902565692582
2,36.33248515691264,0.17,0.17,177,123.0,123.0,0.0,,15,889,0.0013000000035390258,,-1.7290589270584706,,99.56902565692582
2,37.12977099236641,0.18,0.17,177,123.0,121.0,-2.0,1,0,889,0.0013000000035390258,-1.5753279318545044,-1.7290589809417725,1,99.60313154019069
2,36.84585896407239,0.22,0.22,178,121.0,121.0,0.0,,0,890,0.00139999995008111,,0.27196792398536523,,99.5690515143051
2,36.84585896407239,0.22,0.22,178,121.0,121.0,0.0,,1,890,0.00139999995008111,,0.27196792398536523,,99.5690515143051
2,36.84585896407239,0.22,0.22,178,121.0,121.0,0.0,,2,890,0.00139999995008111,,0.27196792398536523,,99.5690515143051
2,36.84585896407239,0.22,0.22,178,121.0,121.0,0.0,,3,890,0.00139999995008111,,0.27196792398536523,,99.5690515143051
2,36.84585896407239,0.22,0.22,178,121.0,121.0,0.0,,4,890,0.00139999995008111,,0.27196792398536523,,99.5690515143051
3,36.50708745653918,0.21,0.22,178,121.0,122.0,1.0,,5,890,0.00139999995008111,,-0.2768213464148818,,99.54111966801005
2,36.84585896407239,0.22,0.22,178,121.0,121.0,0.0,,6,890,0.00139999995008111,,0.27196792398536523,,99.5690515143051
2,36.84585896407239,0.22,0.22,178,121.0,121.0,0.0,,7,890,0.00139999995008111,,0.27196792398536523,,99.5690515143051
2,36.84585896407239,0.22,0.22,178,121.0,121.0,0.0,,8,890,0.00139999995008111,,0.27196792398536523,,99.5690515143051
2,36.84585896407239,0.22,0.22,178,121.0,121.0,0.0,,9,890,0.00139999995008111,,0.27196792398536523,,99.5690515143051
2,36.84585896407239,0.22,0.22,178,121.0,121.0,0.0,,10,890,0.00139999995008111,,0.27196792398536523,,99.5690515143051
2,36.84585896407239,0.22,0.22,178,121.0,121.0,0.0,,11,890,0.00139999995008111,,0.27196792398536523,,99.5690515143051
2,36.84585896407239,0.22,0.22,178,121.0,121.0,0.0,,12,890,0.00139999995008111,,0.27196792398536523,,99.5690515143051
2,36.84585896407239,0.22,0.22,178,121.0,121.0,0.0,,13,890,0.00139999995008111,,0.27196792398536523,,99.5690515143051
2,36.84585896407239,0.22,0.22,178,121.0,121.0,0.0,,14,890,0.00139999995008111,,0.27196792398536523,,99.5690515143051
2,36.84585896407239,0.22,0.22,178,121.0,121.0,0.0,,15,890,0.00139999995008111,,0.27196792398536523,,99.5690515143051
2,37.701702772577335,0.25,0.22,178,121.0,119.0,-2.0,1,0,890,0.00139999995008111,0.8418551832076584,0.27196791768074036,1,99.61294441562588
2,37.701702772577335,0.11,0.11,178,119.0,119.0,0.0,,0,891,0.0005000000237487257,,-4.126144816792342,,99.61294441562588
2,37.701702772577335,0.11,0.11,178,119.0,119.0,0.0,,1,891,0.0005000000237487257,,-4.126144816792342,,99.61294441562588
2,37.701702772577335,0.11,0.11,178,119.0,119.0,0.0,,2,891,0.0005000000237487257,,-4.126144816792342,,99.61294441562588
2,37.701702772577335,0.11,0.11,178,119.0,119.0,0.0,,3,891,0.0005000000237487257,,-4.126144816792342,,99.61294441562588
2,37.701702772577335,0.11,0.11,178,119.0,119.0,0.0,,4,891,0.0005000000237487257,,-4.126144816792342,,99.61294441562588
2,37.701702772577335,0.11,0.11,178,119.0,119.0,0.0,,5,891,0.0005000000237487257,,-4.126144816792342,,99.61294441562588
2,37.701702772577335,0.11,0.11,178,119.0,119.0,0.0,,6,891,0.0005000000237487257,,-4.126144816792342,,99.61294441562588
2,37.701702772577335,0.11,0.11,178,119.0,119.0,0.0,,7,891,0.0005000000237487257,,-4.126144816792342,,99.61294441562588
2,37.701702772577335,0.11,0.11,178,119.0,119.0,0.0,,8,891,0.0005000000237487257,,-4.126144816792342,,99.61294441562588
2,37.701702772577335,0.11,0.11,178,119.0,119.0,0.0,,9,891,0.0005000000237487257,,-4.126144816792342,,99.61294441562588
2,37.701702772577335,0.11,0.11,178,119.0,119.0,0.0,,10,891,0.0005000000237487257,,-4.126144816792342,,99.61294441562588
2,37.701702772577335,0.11,0.11,178,119.0,119.0,0.0,,11,891,0.0005000000237487257,,-4.126144816792342,,99.61294441562588
2,37.701702772577335,0.11,0.11,178,119.0,119.0,0.0,,12,891,0.0005000000237487257,,-4.126144816792342,,99.61294441562588
2,37.701702772577335,0.11,0.11,178,119.0,119.0,0.0,,13,891,0.0005000000237487257,,-4.126144816792342,,99.61294441562588
2,37.701702772577335,0.11,0.11,178,119.0,119.0,0.0,,14,891,0.0005000000237487257,,-4.126144816792342,,99.61294441562588
2,37.701702772577335,0.11,0.11,178,119.0,119.0,0.0,,15,891,0.0005000000237487257,,-4.126144816792342,,99.61294441562588
2,38.602121779441916,0.13,0.11,178,119.0,117.0,-2.0,1,0,891,0.0005000000237487257,-3.716216290338407,-4.126144886016846,1,99.64486652567734
2,38.602121779441916,0.15,0.15,178,117.0,117.0,0.0,,0,892,0.0015999999595806003,,-2.5242162903384067,,99.64486652567734
2,38.602121779441916,0.15,0.15,178,117.0,117.0,0.0,,1,892,0.0015999999595806003,,-2.5242162903384067,,99.64486652567734
2,38.602121779441916,0.15,0.15,178,117.0,117.0,0.0,,2,892,0.0015999999595806003,,-2.5242162903384067,,99.64486652567734
2,38.602121779441916,0.15,0.15,178,117.0,117.0,0.0,,3,892,0.0015999999595806003,,-2.5242162903384067,,99.64486652567734
2,38.602121779441916,0.15,0.15,178,117.0,117.0,0.0,,4,892,0.0015999999595806003,,-2.5242162903384067,,99.64486652567734
2,38.602121779441916,0.15,0.15,178,117.0,117.0,0.0,,5,892,0.0015999999595806003,,-2.5242162903384067,,99.64486652567734
2,38.602121779441916,0.15,0.15,178,117.0,117.0,0.0,,6,892,0.0015999999595806003,,-2.5242162903384067,,99.64486652567734
2,38.602121779441916,0.15,0.15,178,117.0,117.0,0.0,,7,892,0.0015999999595806003,,-2.5242162903384067,,99.64486652567734
2,38.602121779441916,0.15,0.15,178,117.0,117.0,0.0,,8,892,0.0015999999595806003,,-2.5242162903384067,,99.64486652567734
2,38.602121779441916,0.15,0.15,178,117.0,117.0,0.0,,9,892,0.0015999999595806003,,-2.5242162903384067,,99.64486652567734
2,38.602121779441916,0.15,0.15,178,117.0,117.0,0.0,,10,892,0.0015999999595806003,,-2.5242162903384067,,99.64486652567734
2,38.602121779441916,0.15,0.15,178,117.0,117.0,0.0,,11,892,0.0015999999595806003,,-2.5242162903384067,,99.64486652567734
2,38.602121779441916,0.15,0.15,178,117.0,117.0,0.0,,12,892,0.0015999999595806003,,-2.5242162903384067,,99.64486652567734
2,38.602121779441916,0.15,0.15,178,117.0,117.0,0.0,,13,892,0.0015999999595806003,,-2.5242162903384067,,99.64486652567734
2,38.602121779441916,0.15,0.15,178,117.0,117.0,0.0,,14,892,0.0015999999595806003,,-2.5242162903384067,,99.64486652567734
2,38.602121779441916,0.15,0.15,178,117.0,117.0,0.0,,15,892,0.0015999999595806003,,-2.5242162903384067,,99.64486652567734
2,39.38664527057146,0.16,0.15,178,117.0,115.0,-2.0,1,0,892,0.0015999999595806003,-2.37048763280589,-2.5242161750793457,1,99.6847691632417
2,39.38664527057146,0.17,0.17,178,115.0,115.0,0.0,,0,893,0.0012000000569969416,,-1.7224876328058896,,99.6847691632417
2,39.38664527057146,0.17,0.17,178,115.0,115.0,0.0,,1,893,0.0012000000569969416,,-1.7224876328058896,,99.6847691632417
2,39.38664527057146,0.17,0.17,178,115.0,115.0,0.0,,2,893,0.0012000000569969416,,-1.7224876328058896,,99.6847691632417
2,39.38664527057146,0.17,0.17,178,115.0,115.0,0.0,,3,893,0.0012000000569969416,,-1.7224876328058896,,99.6847691632417
2,39.38664527057146,0.17,0.17,178,115.0,115.0,0.0,,4,893,0.0012000000569969416,,-1.7224876328058896,,99.6847691632417
2,39.38664527057146,0.17,0.17,178,115.0,115.0,0.0,,5,893,0.0012000000569969416,,-1.7224876328058896,,99.6847691632417
2,39.38664527057146,0.17,0.17,178,115.0,115.0,0.0,,6,893,0.0012000000569969416,,-1.7224876328058896,,99.6847691632417
2,39.38664527057146,0.17,0.17,178,115.0,115.0,0.0,,7,893,0.0012000000569969416,,-1.7224876328058896,,99.6847691632417
2,39.38664527057146,0.17,0.17,178,115.0,115.0,0.0,,8,893,0.0012000000569969416,,-1.7224876328058896,,99.6847691632417
2,39.38664527057146,0.17,0.17,178,115.0,115.0,0.0,,9,893,0.0012000000569969416,,-1.7224876328058896,,99.6847691632417
2,39.38664527057146,0.17,0.17,178,115.0,115.0,0.0,,10,893,0.0012000000569969416,,-1.7224876328058896,,99.6847691632417
2,39.38664527057146,0.17,0.17,178,115.0,115.0,0.0,,11,893,0.0012000000569969416,,-1.7224876328058896,,99.6847691632417
2,39.38664527057146,0.17,0.17,178,115.0,115.0,0.0,,12,893,0.0012000000569969416,,-1.7224876328058896,,99.6847691632417
2,39.38664527057146,0.17,0.17,178,115.0,115.0,0.0,,13,893,0.0012000000569969416,,-1.7224876328058896,,99.6847691632417
2,39.38664527057146,0.17,0.17,178,115.0,115.0,0.0,,14,893,0.0012000000569969416,,-1.7224876328058896,,99.6847691632417
2,39.38664527057146,0.17,0.17,178,115.0,115.0,0.0,,15,893,0.0012000000569969416,,-1.7224876328058896,,99.6847691632417
2,40.14442364268521,0.19,0.17,178,115.0,113.0,-2.0,1,0,893,0.0012000000569969416,-1.312876309731508,-1.7224876880645752,1,99.7087107457803
2,40.14442364268521,0.28,0.28,178,113.0,113.0,0.0,,0,894,0.0017000000225380063,,0.27912369026849054,,99.7087107457803
2,40.14442364268521,0.28,0.28,178,113.0,113.0,0.0,,1,894,0.0017000000225380063,,0.27912369026849054,,99.7087107457803
2,40.14442364268521,0.28,0.28,178,113.0,113.0,0.0,,2,894,0.0017000000225380063,,0.27912369026849054,,99.7087107457803
2,40.14442364268521,0.28,0.28,178,113.0,113.0,0.0,,3,894,0.0017000000225380063,,0.27912369026849054,,99.7087107457803
2,40.14442364268521,0.28,0.28,178,113.0,113.0,0.0,,4,894,0.0017000000225380063,,0.27912369026849054,,99.7087107457803
2,40.14442364268521,0.28,0.28,178,113.0,113.0,0.0,,5,894,0.0017000000225380063,,0.27912369026849054,,99.7087107457803
2,40.14442364268521,0.28,0.28,178,113.0,113.0,0.0,,6,894,0.0017000000225380063,,0.27912369026849054,,99.7087107457803
2,40.14442364268521,0.28,0.28,178,113.0,113.0,0.0,,7,894,0.0017000000225380063,,0.27912369026849054,,99.7087107457803
2,40.14442364268521,0.28,0.28,178,113.0,113.0,0.0,,8,894,0.0017000000225380063,,0.27912369026849054,,99.7087107457803
2,40.14442364268521,0.28,0.28,178,113.0,113.0,0.0,,9,894,0.0017000000225380063,,0.27912369026849054,,99.7087107457803
2,40.14442364268521,0.28,0.28,178,113.0,113.0,0.0,,10,894,0.0017000000225380063,,0.27912369026849054,,99.7087107457803
2,40.14442364268521,0.28,0.28,178,113.0,113.0,0.0,,11,894,0.0017000000225380063,,0.27912369026849054,,99.7087107457803
2,40.14442364268521,0.28,0.28,178,113.0,113.0,0.0,,12,894,0.0017000000225380063,,0.27912369026849054,,99.7087107457803
2,40.14442364268521,0.28,0.28,178,113.0,113.0,0.0,,13,894,0.0017000000225380063,,0.27912369026849054,,99.7087107457803
2,40.14442364268521,0.28,0.28,178,113.0,113.0,0.0,,14,894,0.0017000000225380063,,0.27912369026849054,,99.7087107457803
2,40.14442364268521,0.28,0.28,178,113.0,113.0,0.0,,15,894,0.0017000000225380063,,0.27912369026849054,,99.7087107457803
2,39.38664527057146,0.27,0.28,178,113.0,115.0,2.0,1,0,894,0.0017000000225380063,0.5895123671941085,0.2791236937046051,1,99.6847691632417
2,39.38664527057146,0.25,0.25,179,115.0,115.0,0.0,,0,895,0.0019000000320374966,,1.4775123671941097,,99.6847691632417
2,39.38664527057146,0.25,0.25,179,115.0,115.0,0.0,,1,895,0.0019000000320374966,,1.4775123671941097,,99.6847691632417
2,39.38664527057146,0.25,0.25,179,115.0,115.0,0.0,,2,895,0.0019000000320374966,,1.4775123671941097,,99.6847691632417
2,39.38664527057146,0.25,0.25,179,115.0,115.0,0.0,,3,895,0.0019000000320374966,,1.4775123671941097,,99.6847691632417
2,39.38664527057146,0.25,0.25,179,115.0,115.0,0.0,,4,895,0.0019000000320374966,,1.4775123671941097,,99.6847691632417
2,39.38664527057146,0.25,0.25,179,115.0,115.0,0.0,,5,895,0.0019000000320374966,,1.4775123671941097,,99.6847691632417
2,39.38664527057146,0.25,0.25,179,115.0,115.0,0.0,,6,895,0.0019000000320374966,,1.4775123671941097,,99.6847691632417
2,39.38664527057146,0.25,0.25,179,115.0,115.0,0.0,,7,895,0.0019000000320374966,,1.4775123671941097,,99.6847691632417
2,39.38664527057146,0.25,0.25,179,115.0,115.0,0.0,,8,895,0.0019000000320374966,,1.4775123671941097,,99.6847691632417
2,39.38664527057146,0.25,0.25,179,115.0,115.0,0.0,,9,895,0.0019000000320374966,,1.4775123671941097,,99.6847691632417
2,39.38664527057146,0.25,0.25,179,115.0,115.0,0.0,,10,895,0.0019000000320374966,,1.4775123671941097,,99.6847691632417
2,39.38664527057146,0.25,0.25,179,115.0,115.0,0.0,,11,895,0.0019000000320374966,,1.4775123671941097,,99.6847691632417
2,39.38664527057146,0.25,0.25,179,115.0,115.0,0.0,,12,895,0.0019000000320374966,,1.4775123671941097,,99.6847691632417
2,39.38664527057146,0.25,0.25,179,115.0,115.0,0.0,,13,895,0.0019000000320374966,,1.4775123671941097,,99.6847691632417
2,39.38664527057146,0.25,0.25,179,115.0,115.0,0.0,,14,895,0.0019000000320374966,,1.4775123671941097,,99.6847691632417
2,39.38664527057146,0.25,0.25,179,115.0,115.0,0.0,,15,895,0.0019000000320374966,,1.4775123671941097,,99.6847691632417
2,39.38664527057146,0.25,0.25,179,115.0,115.0,0.0,1,0,895,0.0019000000320374966,1.4775123671941097,1.4775123596191406,0,99.6847691632417
2,39.38664527057146,0.31,0.31,179,115.0,115.0,0.0,,0,896,0.00139999995008111,,-0.9224876328058902,,99.6847691632417
2,39.38664527057146,0.31,0.31,179,115.0,115.0,0.0,,1,896,0.00139999995008111,,-0.9224876328058902,,99.6847691632417
2,39.38664527057146,0.31,0.31,179,115.0,115.0,0.0,,2,896,0.00139999995008111,,-0.9224876328058902,,99.6847691632417
2,39.38664527057146,0.31,0.31,179,115.0,115.0,0.0,,3,896,0.00139999995008111,,-0.9224876328058902,,99.6847691632417
2,39.38664527057146,0.31,0.31,179,115.0,115.0,0.0,,4,896,0.00139999995008111,,-0.9224876328058902,,99.6847691632417
2,39.38664527057146,0.31,0.31,179,115.0,115.0,0.0,,5,896,0.00139999995008111,,-0.9224876328058902,,99.6847691632417
2,39.38664527057146,0.31,0.31,179,115.0,115.0,0.0,,6,896,0.00139999995008111,,-0.9224876328058902,,99.6847691632417
2,39.38664527057146,0.31,0.31,179,115.0,115.0,0.0,,7,896,0.00139999995008111,,-0.9224876328058902,,99.6847691632417
2,39.38664527057146,0.31,0.31,179,115.0,115.0,0.0,,8,896,0.00139999995008111,,-0.9224876328058902,,99.6847691632417
2,39.38664527057146,0.31,0.31,179,115.0,115.0,0.0,,9,896,0.00139999995008111,,-0.9224876328058902,,99.6847691632417
2,39.38664527057146,0.31,0.31,179,115.0,115.0,0.0,,10,896,0.00139999995008111,,-0.9224876328058902,,99.6847691632417
2,39.38664527057146,0.31,0.31,179,115.0,115.0,0.0,,11,896,0.00139999995008111,,-0.9224876328058902,,99.6847691632417
2,39.38664527057146,0.31,0.31,179,115.0,115.0,0.0,,12,896,0.00139999995008111,,-0.9224876328058902,,99.6847691632417
2,39.38664527057146,0.31,0.31,179,115.0,115.0,0.0,,13,896,0.00139999995008111,,-0.9224876328058902,,99.6847691632417
2,39.38664527057146,0.31,0.31,179,115.0,115.0,0.0,,14,896,0.00139999995008111,,-0.9224876328058902,,99.6847691632417
2,39.38664527057146,0.31,0.31,179,115.0,115.0,0.0,,15,896,0.00139999995008111,,-0.9224876328058902,,99.6847691632417
2,38.602121779441916,0.27,0.31,179,115.0,117.0,2.0,1,0,896,0.00139999995008111,-0.1322162903384071,-0.9224876165390015,1,99.64486652567734
2,38.602121779441916,0.2,0.2,179,117.0,117.0,0.0,,0,897,0.001500000013038516,,-0.5242162903384062,,99.64486652567734
2,38.602121779441916,0.2,0.2,179,117.0,117.0,0.0,,1,897,0.001500000013038516,,-0.5242162903384062,,99.64486652567734
2,38.602121779441916,0.2,0.2,179,117.0,117.0,0.0,,2,897,0.001500000013038516,,-0.5242162903384062,,99.64486652567734
2,38.602121779441916,0.2,0.2,179,117.0,117.0,0.0,,3,897,0.001500000013038516,,-0.5242162903384062,,99.64486652567734
2,38.602121779441916,0.2,0.2,179,117.0,117.0,0.0,,4,897,0.001500000013038516,,-0.5242162903384062,,99.64486652567734
2,38.602121779441916,0.2,0.2,179,117.0,117.0,0.0,,5,897,0.001500000013038516,,-0.5242162903384062,,99.64486652567734
2,38.602121779441916,0.2,0.2,179,117.0,117.0,0.0,,6,897,0.001500000013038516,,-0.5242162903384062,,99.64486652567734
2,38.602121779441916,0.2,0.2,179,117.0,117.0,0.0,,7,897,0.001500000013038516,,-0.5242162903384062,,99.64486652567734
2,38.602121779441916,0.2,0.2,179,117.0,117.0,0.0,,8,897,0.001500000013038516,,-0.5242162903384062,,99.64486652567734
2,38.602121779441916,0.2,0.2,179,117.0,117.0,0.0,,9,897,0.001500000013038516,,-0.5242162903384062,,99.64486652567734
2,38.602121779441916,0.2,0.2,179,117.0,117.0,0.0,,10,897,0.001500000013038516,,-0.5242162903384062,,99.64486652567734
2,38.602121779441916,0.2,0.2,179,117.0,117.0,0.0,,11,897,0.001500000013038516,,-0.5242162903384062,,99.64486652567734
